accession	Domain	Phylum	Class	Order	Family	Genus	Species
GB_GCA_011358735.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__JACAEJ01	g__JACAEJ01	s__JACAEJ01 sp011358735
GB_GCA_011373385.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Caldarchaeales	f__HR02	g__HRBIN02	s__HRBIN02 sp011373385
GB_GCA_011375665.1	d__Archaea	p__Thermoproteota	c__Methanomethylicia	o__Nezhaarchaeales	f__B40-G2	g__DRYY01	s__DRYY01 sp011375665
GB_GCA_012026835.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp012026835
GB_GCA_012719175.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__Methanomassiliicoccus	s__Methanomassiliicoccus sp012719175
GB_GCA_012838205.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium	s__Methanobacterium sp012838205
GB_GCA_013426015.1	d__Archaea	p__Micrarchaeota	c__Micrarchaeia	o__DTNL01	f__DTGH01	g__Sv326	s__Sv326 sp013426015
GB_GCA_014361205.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanomethylovorans	s__Methanomethylovorans sp014361205
GB_GCA_014361245.1	d__Archaea	p__Thermoplasmatota	c__E2	o__UBA202	f__JdFR-43	g__JACIWB01	s__JACIWB01 sp014361245
GB_GCA_014361445.1	d__Archaea	p__Thermoproteota	c__Methanomethylicia	o__Methanomethylicales	f__Methanomethylicaceae	g__WYZ-LMO10	s__WYZ-LMO10 sp014361445
GB_GCA_902384525.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens	s__Methanoperedens sp902384525
RS_GCF_000011105.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus horikoshii
RS_GCF_000016525.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A smithii
RS_GCF_000017165.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanococcus	s__Methanococcus vannielii
RS_GCF_000152265.2	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Ferroplasma	s__Ferroplasma acidarmanus
RS_GCF_000204415.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix	s__Methanothrix soehngenii
RS_GCF_000253055.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermoproteales	f__Thermoproteaceae	g__Thermoproteus	s__Thermoproteus tenax
RS_GCF_000336955.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax larsenii
RS_GCF_000337035.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum coriense
RS_GCF_000337375.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lipolyticum
RS_GCF_000337575.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrialba	s__Natrialba hulunbeirensis
RS_GCF_000337735.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum sulfidifaciens
RS_GCF_000337795.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax denitrificans
RS_GCF_000337835.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax sulfurifontis
RS_GCF_000427685.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus natans
RS_GCF_000591055.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas moolapensis
RS_GCF_000711215.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanomicrobiaceae	g__Methanomicrobium	s__Methanomicrobium mobile
RS_GCF_001482285.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax sp001482285
RS_GCF_001592435.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus peptonophilus
RS_GCF_001639285.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_C	s__Methanobrevibacter_C cuticularis
RS_GCF_002214365.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus celer
RS_GCF_002287235.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina spelaei
RS_GCF_003116855.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__AG1	g__AG1	s__AG1 sp003116855
RS_GCF_003382685.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus litoreus
RS_GCF_003781945.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp003781945
RS_GCF_003990725.2	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp003990725
RS_GCF_004116405.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halegenticoccus	s__Halegenticoccus sp004116405
RS_GCF_012027305.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp012027305
RS_GCF_012027555.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp012027555
RS_GCF_012027615.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp012027615
RS_GCF_012222305.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Sulfurisphaera	s__Sulfurisphaera sp012222305
RS_GCF_900112205.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halobiforma	s__Halobiforma haloterrestris
RS_GCF_900156475.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum thiooxidans
RS_GCF_904067545.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp904067545
GB_GCA_001512965.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__DTU008	s__DTU008 sp001512965
GB_GCA_001717025.1	d__Archaea	p__Thermoproteota	c__Methanomethylicia	o__Methanomethylicales	f__Methanomethylicaceae	g__Methanomethylicus	s__Methanomethylicus oleusabulum
GB_GCA_001873845.1	d__Archaea	p__Altarchaeota	c__Altarchaeia	o__Altarchaeales	f__Altarchaeaceae	g__Altarchaeum	s__Altarchaeum hamiconexum
GB_GCA_001914405.1	d__Archaea	p__Halobacteriota	c__Methanonatronarchaeia	o__Methanonatronarchaeales	f__Methanohalarchaeaceae	g__Methanohalarchaeum	s__Methanohalarchaeum thermophilum
GB_GCA_002506515.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermoproteales	f__Thermocladiaceae	g__Caldivirga	s__Caldivirga sp002506515
GB_GCA_002506535.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix_A	s__Methanothrix_A harundinacea_B
GB_GCA_003021785.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__CBA1134	s__CBA1134 sp003021785
GB_GCA_003164755.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina sp003164755
GB_GCA_003650925.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__QMSL01	f__QMSL01	g__B12-G16	s__B12-G16 sp003650925
GB_GCA_003838065.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanocorpusculaceae	g__Methanocalculus	s__Methanocalculus sp003838065
GB_GCA_004525545.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__UBA472	g__UBA472	s__UBA472 sp004525545
GB_GCA_005888745.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__40CM-2-53-6	f__40CM-2-53-6	g__40CM-2-53-6	s__40CM-2-53-6 sp005888745
GB_GCA_009776805.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__PALSA-986	s__PALSA-986 sp009776805
GB_GCA_009904015.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Fervidicoccaceae	g__WYEQ01	s__WYEQ01 sp009904015
GB_GCA_011361755.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Ignisphaeraceae	g__Ignisphaera	s__Ignisphaera aggregans_E
GB_GCA_011362025.1	d__Archaea	p__Asgardarchaeota	c__DTBI01	o__DTBI01	f__DTBI01	g__DTBI01	s__DTBI01 sp011362025
GB_GCA_011367245.1	d__Archaea	p__Halobacteriota	c__Archaeoglobi	o__Archaeoglobales	f__Archaeoglobaceae	g__WYZ-LMO2	s__WYZ-LMO2 fulgidus_A
GB_GCA_013572355.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__ANME-2c	g__UBA203	s__UBA203 sp013572355
GB_GCA_014237145.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__HR1	g__UBA7939	s__UBA7939 sp014237145
GB_GCA_900314615.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A sp900314615
GB_GCA_902770715.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A sp902770715
GB_GCA_903900025.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__MVRE01	s__MVRE01 sp903900025
RS_GCF_000007305.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus furiosus
RS_GCF_000011085.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula marismortui
RS_GCF_000025665.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Aciduliprofundales	f__Aciduliprofundaceae	g__Aciduliprofundum	s__Aciduliprofundum boonei
RS_GCF_000025685.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
RS_GCF_000092185.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Desulfurococcaceae	g__Thermosphaera	s__Thermosphaera aggregans
RS_GCF_000179575.2	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanothermococcus_A	s__Methanothermococcus_A okinawensis
RS_GCF_000196895.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halalkalicoccaceae	g__Halalkalicoccus	s__Halalkalicoccus jeotgali
RS_GCF_000217715.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halopiger	s__Halopiger xanaduensis
RS_GCF_000226975.2	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Halobiforma	s__Halobiforma lacisalsi
RS_GCF_000296615.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp000296615
RS_GCF_000337415.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum tebenquichense
RS_GCF_000337535.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrialba	s__Natrialba aegyptia
RS_GCF_000504205.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanolobus	s__Methanolobus tindarius
RS_GCF_000970305.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina barkeri_A
RS_GCF_001602375.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoculleaceae	g__Methanoculleus	s__Methanoculleus horonobensis
RS_GCF_002201895.1	d__Archaea	p__Methanobacteriota	c__Methanopyri	o__Methanopyrales	f__Methanopyraceae	g__Methanopyrus	s__Methanopyrus sp002201895
RS_GCF_002214465.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus barossii
RS_GCF_002494345.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema ejinorense
RS_GCF_003111605.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_A	s__Methanobrevibacter_A woesei
RS_GCF_003173335.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanospirillaceae	g__Methanospirillum	s__Methanospirillum stamsii
RS_GCF_003730195.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosimplex	s__Halosimplex sp003730195
RS_GCF_003967175.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Sulfodiicoccus	s__Sulfodiicoccus acidiphilus
RS_GCF_004114995.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum amylolyticum
RS_GCF_004143485.2	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus amylolyticus
RS_GCF_005239175.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__N1521	s__N1521 sp005239175
RS_GCF_005435165.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum sp005435165
RS_GCF_006274605.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp006274605
RS_GCF_007004735.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum halophilum
RS_GCF_007826885.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrososphaeraceae	g__Nitrosocosmicus	s__Nitrosocosmicus arcticus
RS_GCF_007833275.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Salarchaeum	s__Salarchaeum sp007833275
RS_GCF_009674585.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax sp009674585
RS_GCF_009729545.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Acidianus	s__Acidianus infernus
RS_GCF_009831575.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halovenus	s__Halovenus sp009831575
RS_GCF_011734195.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium sp011734195
RS_GCF_012027325.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_B	s__Thermococcus_B sp012027325
RS_GCF_013388255.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanolobus	s__Methanolobus zinderi
RS_GCF_013390905.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus sp013390905
RS_GCF_013391105.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas sp013391105
RS_GCF_014078525.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus sp014078525
RS_GCF_900176435.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Thermoplasmatales	f__Thermoplasmataceae	g__Picrophilus	s__Picrophilus oshimae
GB_GCA_000204585.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosarchaeum	s__Nitrosarchaeum limnae
GB_GCA_000402075.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopelagicus	s__Nitrosopelagicus sp000402075
GB_GCA_000960885.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Thermoproteales	f__Thermoproteaceae	g__Thermoproteus	s__Thermoproteus sp000960885
GB_GCA_001509375.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix_A	s__Methanothrix_A harundinacea_D
GB_GCA_002011125.1	d__Archaea	p__Hydrothermarchaeota	c__Hydrothermarchaeia	o__Hydrothermarchaeales	f__Hydrothermarchaeaceae	g__Hydrothermarchaeum	s__Hydrothermarchaeum profundi
GB_GCA_002067755.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanotrichales	f__Methanotrichaceae	g__Methanothrix	s__Methanothrix sp002067755
GB_GCA_002494495.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobacterium_A	s__Methanobacterium_A sp002494495
GB_GCA_002499905.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__UBA9949	s__UBA9949 sp002499905
GB_GCA_002509325.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina sp002509325
GB_GCA_002737455.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosopumilus	s__Nitrosopumilus sp002737455
GB_GCA_002839545.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanoperedenaceae	g__Methanoperedens_A	s__Methanoperedens_A sp002839545
GB_GCA_002898355.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Caldarchaeales	f__Caldarchaeaceae	g__HRBIN01	s__HRBIN01 sp002898355
GB_GCA_003569705.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosarchaeum	s__Nitrosarchaeum sp003569705
GB_GCA_005878985.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__RBG-16-68-12	f__RBG-16-68-12	g__RBG-16-68-12	s__RBG-16-68-12 sp005878985
GB_GCA_009778385.1	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__B26-1	f__UBA233	g__PALSA-986	s__PALSA-986 sp009778385
GB_GCA_011363025.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__UBA184	f__DTFW01	g__DTFW01	s__DTFW01 sp011363025
GB_GCA_011365055.1	d__Archaea	p__Asgardarchaeota	c__Lokiarchaeia	o__Helarchaeales	f__RDOG01	g__RDOG01	s__RDOG01 sp011365055
GB_GCA_011375725.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__NBVN01	g__Zestosphaera	s__Zestosphaera sp011375725
GB_GCA_011605775.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__JAAOZN01	g__JAAOZN01	s__JAAOZN01 sp011605775
GB_GCA_011773785.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__JACEMX01	s__JACEMX01 sp011773785
GB_GCA_013791785.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__SG8-5	f__SG8-5	g__UBA147	s__UBA147 sp013791785
GB_GCA_903832665.1	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanoregula	s__Methanoregula sp903832665
RS_GCF_000243455.1	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanotorris	s__Methanotorris formicicus
RS_GCF_000308215.1	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomassiliicoccaceae	g__Methanomassiliicoccus	s__Methanomassiliicoccus luminyensis
RS_GCF_000337695.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronococcus	s__Natronococcus jeotgali
RS_GCF_000591035.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Acidilobaceae	g__Aeropyrum	s__Aeropyrum camini
RS_GCF_000725425.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Palaeococcus	s__Palaeococcus pacificus
RS_GCF_000755245.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus sediminicola
RS_GCF_000969965.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__Methanosarcina sp000969965
RS_GCF_000970045.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__MTP4	s__MTP4 sp000970045
RS_GCF_000970325.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanococcoides	s__Methanococcoides methylutens_A
RS_GCF_001462395.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrodictium	s__Pyrodictium occultum
RS_GCF_001542905.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum aethiopicum
RS_GCF_001886955.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halodesulfurarchaeum	s__Halodesulfurarchaeum formicicum
RS_GCF_001971705.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum daqingense
RS_GCF_001989615.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis sp001989615
RS_GCF_002208625.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanobrevibacter_B	s__Methanobrevibacter_B sp002208625
RS_GCF_002844335.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Haloarcula	s__Haloarcula taiwanensis
RS_GCF_003268005.1	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanobacteriaceae	g__Methanosphaera	s__Methanosphaera sp003268005
RS_GCF_003675875.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__QS-9-68-17	g__Halostella	s__Halostella sp003675875
RS_GCF_003856835.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloplanus	s__Haloplanus aerogenes
RS_GCF_004118325.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorientalis	s__Halorientalis sp004118325
RS_GCF_004745425.1	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanolobus	s__Methanolobus sp004745425
RS_GCF_009176545.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Salinigranum	s__Salinigranum salinum
RS_GCF_009729035.1	d__Archaea	p__Thermoproteota	c__Thermoproteia	o__Sulfolobales	f__Sulfolobaceae	g__Stygiolobus	s__Stygiolobus azoricus
RS_GCF_012027425.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus_A	s__Thermococcus_A sp012027425
RS_GCF_012044895.1	d__Archaea	p__Thermoplasmatota	c__JABDBI01	o__JABDBI01	f__JABDBI01	g__JABDRC01	s__JABDRC01 sp012044895
RS_GCF_013401515.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp013401515
RS_GCF_013402875.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum sp013402875
RS_GCF_013407275.1	d__Archaea	p__Thermoproteota	c__Nitrososphaeria	o__Nitrososphaerales	f__Nitrosopumilaceae	g__Nitrosotenuis	s__Nitrosotenuis sp013407275
RS_GCF_013839425.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halorhabdus	s__Halorhabdus sp013839425
RS_GCF_900108095.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natronorubrum	s__Natronorubrum sediminis
RS_GCF_900115785.1	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halogeometricum	s__Halogeometricum limi
RS_GCF_900198835.1	d__Archaea	p__Methanobacteriota	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp900198835
